"Reference1","Reference2","Control175","Control176","Infected349","Infected350","Infected351","Infected352","dilution"
13.585,13.275,4.775,4.425,9.601,13.028,13.808,10.052,0.077570907886172
13.375,12.853,3.01,3.05,7.802,13.167,13.185,6.57,0.019392726971543
13.286,13.584,2.447,2.306,4.53,12.566,12.639,4.099,0.00484818174288575
11.381,12.335,1.983,1.988,3.244,9.707,9.388,3.054,0.00121204543572144
9.519,9.696,1.971,2.048,2.635,5.711,6.799,2.305,0.000303011358930359
7.455,7.834,2.086,1.996,2.196,5.068,4.239,1.966,7.57528397325899e-05
4.833,5.133,1.927,1.817,1.812,3.209,2.826,2.036,1.89382099331475e-05
2.843,3.335,1.875,1.966,1.925,2.223,2.551,1.842,4.73455248328687e-06
2.466,2.265,1.832,1.82,1.782,2.092,2.168,1.763,1.18363812082172e-06
2.198,2.085,1.993,2.022,1.829,2.061,1.779,1.772,2.95909530205429e-07
1.998,1.981,2.015,1.895,1.922,1.863,1.927,1.788,7.39773825513573e-08
1.821,1.775,1.79,2.009,1.902,2.01,2.054,1.894,1.84943456378393e-08
