"Reference1","Reference2","Control215","Control216","Infected429","Infected430","Infected431","Infected432","dilution"
8.531,8.854,3.644,3.849,8.549,9.172,8.636,8.434,0.11580964425642
8.584,9.118,2.877,2.754,8.395,8.993,9.197,8.077,0.0289524110641051
8.292,8.621,2.445,2.151,8.271,9.173,8.778,7.42,0.00723810276602628
8.009,8.005,1.89,2.121,7.699,8.328,8.362,6.204,0.00180952569150657
6.502,6.911,1.955,2.014,7.063,7.375,7.207,4.723,0.000452381422876642
5.332,5.178,1.872,2.117,5.889,5.556,5.671,3.289,0.000113095355719161
4.19,3.988,2.081,1.944,4.112,4.205,3.96,2.495,2.82738389297901e-05
3.012,2.818,2.005,2.031,3.174,3.094,3.139,2.21,7.06845973244754e-06
2.44,2.193,1.859,1.964,2.279,2.47,2.527,2.176,1.76711493311188e-06
2.08,2.234,1.825,2.039,2.133,2.297,2.184,2.057,4.41778733277971e-07
1.935,2.074,2.017,1.854,2.073,1.852,2.051,1.911,1.10444683319493e-07
1.942,2.039,1.982,1.88,1.915,1.943,1.811,1.914,2.76111708298732e-08
