"Reference1","Reference2","Control165","Control166","Infected329","Infected330","Infected331","Infected332","dilution"
13.004,12.902,6.016,5.646,12.57,12.863,13.056,6.043,0.134419897637234
12.247,12.745,3.865,4.121,11.737,11.246,13.184,4.079,0.0336049744093086
12.48,13.225,3.347,2.983,11.527,9.211,12.385,3.306,0.00840124360232715
12.252,12.769,2.933,3.237,8.12,6.971,10.717,2.915,0.00210031090058179
11.519,10.689,2.798,2.864,5.754,5.307,8.916,2.852,0.000525077725145447
8.347,8.719,2.916,2.857,4.043,3.604,6.446,2.81,0.000131269431286362
5.386,6.6,2.884,3.073,3.46,3.113,4.64,3.1,3.28173578215904e-05
3.888,4.23,2.978,2.78,3.154,3.007,3.689,2.806,8.20433945539761e-06
3.226,3.271,3.01,3.042,2.945,2.809,3.234,2.829,2.0510848638494e-06
2.886,2.912,2.805,2.795,2.769,2.744,3.092,2.797,5.1277121596235e-07
3.1,2.828,2.81,2.883,2.957,2.575,3.126,2.823,1.28192803990588e-07
2.77,3.207,2.668,2.817,2.901,2.717,2.764,2.713,3.20482009976469e-08
