"Reference1","Reference2","Control241","Control242","Infected481","Infected482","Infected483","Infected484","dilution"
11.726,10.975,5.048,4.483,10.995,11.701,10.917,10.73,0.111877904287486
11.139,11.408,3.578,3.21,10.956,11.36,11.624,9.438,0.0279694760718715
11.207,11.045,2.712,3.02,10.578,10.998,10.53,7.132,0.00699236901796787
10.254,10.373,2.685,2.736,10.508,9.795,9.909,5.849,0.00174809225449197
9.587,9.082,2.688,2.799,9.422,8.774,8.411,3.826,0.000437023063622992
7.202,7.322,2.594,2.535,6.873,7.146,6.266,3.266,0.000109255765905748
5.034,4.986,2.675,2.595,4.791,4.472,4.351,2.802,2.7313941476437e-05
3.767,3.717,2.65,2.553,3.73,3.85,3.254,2.805,6.82848536910925e-06
2.853,3.03,2.307,2.478,2.954,2.753,2.853,2.493,1.70712134227731e-06
2.753,2.886,2.384,2.714,2.859,2.642,2.621,2.454,4.26780335569328e-07
2.513,2.477,2.638,2.635,2.573,2.731,2.607,2.494,1.06695083892332e-07
2.509,2.682,2.795,2.612,2.342,2.794,2.526,2.503,2.6673770973083e-08
