"Reference1","Reference2","Control211","Control212","Infected421","Infected422","Infected423","Infected424","dilution"
7.686,7.28,3.928,4.056,7.449,5.313,7.801,7.548,0.172910746842107
7.881,7.631,3.425,3.239,6.848,4.313,7.739,7.05,0.0432276867105267
7.538,7.478,2.865,2.891,6.836,3.414,7.381,6.73,0.0108069216776317
7.253,7.106,2.505,2.909,5.882,2.966,6.827,5.636,0.00270173041940792
6.274,6.521,2.712,2.71,4.63,2.597,6.925,4.496,0.000675432604851979
5.341,5.485,2.348,2.482,3.925,2.874,5.416,3.792,0.000168858151212995
4.226,4.072,2.511,2.672,3.071,2.529,4.251,2.718,4.22145378032487e-05
3.543,3.314,2.371,2.52,2.628,2.593,3.255,2.618,1.05536344508122e-05
2.682,2.841,2.37,2.407,2.574,2.674,2.639,2.56,2.63840861270304e-06
2.651,2.582,2.384,2.438,2.536,2.451,2.538,2.77,6.59602153175761e-07
2.316,2.477,2.448,2.451,2.604,2.752,2.615,2.334,1.6490053829394e-07
2.433,2.636,2.525,2.304,2.484,2.392,2.398,2.545,4.1225134573485e-08
