"Reference1","Reference2","Control121","Control122","Infected241","Infected242","Infected243","Infected244","dilution"
7.983,8.216,4.076,3.913,8.268,4.669,6.145,6.869,0.13743954417984
7.728,7.955,3.073,2.987,8.35,3.52,5.118,6.028,0.0343598860449601
7.64,7.903,2.691,2.697,7.389,2.829,3.988,4.49,0.00858997151124002
6.663,7.485,2.3,2.505,7.632,2.432,2.744,3.539,0.00214749287781001
6.889,6.214,2.208,2.42,6.043,2.498,2.428,2.974,0.000536873219452501
5.626,5.76,2.28,2.332,5.451,2.506,2.257,2.5,0.000134218304863125
4.141,3.801,2.178,2.383,3.974,2.115,2.14,2.355,3.35545762157813e-05
3.172,3.377,2.317,2.282,3.181,2.355,2.122,2.053,8.38864405394533e-06
2.637,2.506,2.242,2.04,2.272,2.32,2.277,2.082,2.09716101348633e-06
2.427,2.384,2.02,2.219,2.264,2.144,2.455,2.192,5.24290253371583e-07
2.441,2.129,2.073,2.325,2.168,2.112,2.123,2.241,1.31072563342896e-07
2.26,2.119,2.173,2.2,2.414,2.265,2.367,2.243,3.2768140835724e-08
