"Reference1","Reference2","Control037","Control038","Infected073","Infected074","Infected075","Infected076","dilution"
9.423,9.113,4.3,4.343,5.097,7.858,7.762,9.046,0.0850991411521429
9.534,9.495,3.581,3.151,3.512,6.864,6.784,9.378,0.0212747852880357
8.543,9.404,3.072,2.991,3.447,4.99,4.364,8.928,0.00531869632200893
8.801,8.597,3.183,2.852,2.952,4.016,3.382,8.035,0.00132967408050223
7.545,7.215,3.041,2.883,2.997,3.637,3.153,7.34,0.000332418520125558
6.096,6.28,2.596,2.816,2.696,3.022,2.998,6.184,8.31046300313896e-05
4.447,4.277,2.921,2.677,2.749,2.816,2.581,4.395,2.07761575078474e-05
3.764,3.437,2.573,2.711,2.883,3.021,2.506,3.59,5.19403937696185e-06
3.048,3.414,2.815,2.841,2.939,2.828,2.637,2.973,1.29850984424046e-06
2.988,2.997,2.889,2.91,2.761,2.773,2.671,3.034,3.24627461060116e-07
2.817,2.71,2.66,2.841,2.837,2.625,2.866,2.846,8.11568652650289e-08
2.761,2.848,2.724,2.721,3.096,2.712,2.771,2.579,2.02892163162572e-08
