"Reference1","Reference2","Control273","Control274","Infected545","Infected546","Infected547","Infected548","dilution"
12.018,12.595,5.156,5.436,12.058,11.803,12.13,10.766,0.163455299814208
12.553,11.715,3.496,3.792,10.176,11.98,11.836,8.526,0.0408638249535519
11.519,11.663,2.82,3.063,8.92,12.485,12.241,5.919,0.010215956238388
10.915,11.381,2.256,2.327,6.08,11.636,11.039,4.309,0.002553989059597
9.83,9.949,2.086,2.23,4.16,9.797,10.022,2.976,0.000638497264899249
8.376,8.773,2.069,2.222,3.037,8.029,7.604,2.366,0.000159624316224812
4.718,5.503,2.015,2.052,2.498,5.465,5.113,2.24,3.99060790562031e-05
4.051,3.804,2.114,2.158,2.334,4.032,3.798,2.242,9.97651976405077e-06
3.053,2.912,2.088,2.168,2.222,2.642,2.77,2.157,2.49412994101269e-06
2.7,2.451,2.041,2.105,2.155,2.477,2.476,1.996,6.23532485253173e-07
2.384,2.067,2.191,2.005,2.046,2.269,2.293,1.944,1.55883121313293e-07
2.319,2.075,2.123,2.027,2.157,2.108,2.27,2.15,3.89707803283233e-08
