"Reference1","Reference2","Control235","Control236","Infected469","Infected470","Infected471","Infected472","dilution"
16.672,15.171,5.101,5.536,10.849,5.842,15.727,15.164,0.103014621305306
15.838,15.867,3.598,3.624,6.583,4.021,14.907,15.164,0.0257536553263265
16.147,15.36,2.774,2.878,4.433,2.56,15.431,14.267,0.00643841383158161
14.353,12.888,2.085,2.156,2.772,2.48,15.5,12.699,0.0016096034578954
12.351,12.648,2.188,2.015,2.391,2.211,12.515,9.747,0.000402400864473851
9.882,9.524,2.139,2.132,2.218,2.131,8.475,6.783,0.000100600216118463
6.2,6.849,2.039,1.973,2.131,2.091,6.445,4.133,2.51500540296157e-05
3.711,4.186,1.899,2.04,2.023,2.185,4.052,3.143,6.28751350740392e-06
2.736,2.791,1.882,2.048,2.011,2.08,2.879,2.15,1.57187837685098e-06
2.344,2.296,2.098,1.964,2.113,2.119,2.574,2.185,3.92969594212745e-07
2.197,2.222,2.105,1.899,1.886,2.106,2.228,2.073,9.82423985531862e-08
2.217,2.13,1.941,2.179,2.046,1.821,2.015,1.883,2.45605996382966e-08
