"Reference1","Reference2","Control335","Control336","Infected669","Infected670","Infected671","Infected672","dilution"
11.265,11.089,4.663,5.007,11.662,10.551,11.97,5.062,0.101750831284134
11.138,11.35,3.374,3.676,11.073,11.133,11.629,3.812,0.0254377078210334
10.969,10.781,3.071,3.237,10.847,10.819,10.252,2.902,0.00635942695525835
10.953,10.796,2.744,2.997,10.371,10.069,10.485,2.971,0.00158985673881459
8.898,9.187,2.707,2.86,9.411,8.787,9.26,2.802,0.000397464184703647
6.527,7.072,2.785,2.802,7.162,7.072,7.433,2.694,9.93660461759117e-05
5.227,5.509,2.908,2.824,5.27,4.808,5.25,2.806,2.48415115439779e-05
3.885,3.935,2.875,2.643,4.12,3.683,4.386,2.722,6.21037788599448e-06
3.132,3.347,2.761,2.655,3.087,3.229,3.407,2.544,1.55259447149862e-06
3.051,2.982,2.773,2.887,2.675,2.866,2.955,2.924,3.88148617874655e-07
2.877,2.918,2.912,3.007,2.927,3.143,3.031,2.898,9.70371544686638e-08
2.686,2.642,2.731,2.84,2.886,2.861,2.939,2.545,2.42592886171659e-08
