"Reference1","Reference2","Control251","Control252","Infected501","Infected502","Infected503","Infected504","dilution"
14.312,14.021,5.837,6.001,10.902,6.487,6.016,14.026,0.184503707542537
14.165,13.744,3.533,3.721,8.822,4.256,3.794,15.181,0.0461259268856343
13.851,13.129,2.682,2.764,5.025,2.875,2.576,13.251,0.0115314817214086
13.639,13.53,2.136,2.138,3.459,2.075,2.071,13.691,0.00288287043035214
12.365,11.878,1.913,1.712,2.729,1.843,1.639,11.166,0.000720717607588035
9.521,9.887,1.881,1.831,1.977,1.742,1.917,9.46,0.000180179401897009
6.395,6.814,1.802,1.747,1.982,1.801,1.732,6.101,4.50448504742522e-05
3.749,4.438,1.633,1.76,1.713,1.851,1.771,4.039,1.1261212618563e-05
2.811,2.784,1.861,1.897,1.719,1.795,1.807,2.817,2.81530315464076e-06
2.194,1.968,1.734,1.745,1.887,1.872,1.849,2.284,7.03825788660191e-07
1.857,1.968,1.581,1.806,1.753,1.804,1.712,1.924,1.75956447165048e-07
1.799,1.742,1.963,1.649,1.688,1.539,1.671,1.858,4.39891117912619e-08
