"Reference1","Reference2","Control105","Control106","Infected209","Infected210","Infected211","Infected212","dilution"
14.777,15.226,6.44,6.274,14.199,13.792,14.296,15.008,0.11479443759303
15.314,15.156,4.6,4.536,14.284,12.567,14.323,15.034,0.0286986093982576
14.356,14.399,4.071,3.506,13.391,9.984,13.224,15.128,0.0071746523495644
15.134,14.116,3.505,3.718,11.569,7.436,10.249,13.107,0.0017936630873911
12.15,11.888,3.485,3.385,7.629,5.588,6.968,11.097,0.000448415771847775
10,9.787,3.348,3.043,5.307,4.325,5.214,9.189,0.000112103942961944
6.894,7.1,3.404,3.135,4.323,3.823,3.707,6.869,2.80259857404859e-05
4.978,5.15,3.186,3.174,3.97,3.491,3.359,4.746,7.00649643512148e-06
4.075,4.005,3.182,3.299,3.02,3.109,3.531,3.799,1.75162410878037e-06
3.825,3.163,3.307,3.337,3.317,3.159,3.174,3.646,4.37906027195093e-07
3.356,3.786,3.389,3.418,3.104,3.356,3.125,3.546,1.09476506798773e-07
2.838,3.316,3.249,3.502,3.009,3.034,3.225,3.342,2.73691266996933e-08
