"Reference1","Reference2","Control033","Control034","Infected065","Infected066","Infected067","Infected068","dilution"
7.101,7.341,3.907,4.146,7.521,6.892,4.471,4.925,0.157651116300682
7.259,6.886,3.246,3.092,7.75,6.429,3.496,4.115,0.0394127790751705
7.115,7.104,3.018,2.615,7.317,4.69,3.208,3.52,0.00985319476879262
7.011,6.748,2.61,2.882,6.581,4.105,2.851,3.056,0.00246329869219816
6.329,6.374,2.646,2.591,6.589,3.021,2.652,2.905,0.000615824673049539
5.316,5.367,2.434,2.626,5.604,2.737,2.435,2.739,0.000153956168262385
4.361,4.201,2.705,2.944,4.256,2.681,2.569,2.508,3.84890420655962e-05
3.57,3.352,2.451,2.523,3.533,2.805,2.546,2.768,9.62226051639905e-06
2.976,2.91,2.763,2.509,3.055,2.692,3.029,2.733,2.40556512909976e-06
2.83,2.564,2.836,2.694,2.995,2.62,2.518,2.64,6.0139128227494e-07
2.67,2.68,2.636,2.789,2.785,2.669,2.76,2.756,1.50347820568735e-07
2.567,2.91,2.756,2.524,2.538,2.795,2.553,2.819,3.75869551421838e-08
