"Reference1","Reference2","Control113","Control114","Infected225","Infected226","Infected227","Infected228","dilution"
11.428,12.083,5.064,5.245,11.121,11.733,11.608,11.146,0.146455805344436
10.859,10.979,4.026,3.77,11.763,11.204,10.971,11.351,0.036613951336109
11.02,11.133,2.919,3.19,11.359,9.951,9.773,11.433,0.00915348783402725
10.035,10.028,2.547,2.794,10.177,8.905,8.322,10.461,0.00228837195850681
9.407,9.4,2.644,2.528,9.001,6.696,6.206,8.989,0.000572092989626703
7.251,7.429,2.371,2.49,7.719,5.223,4.419,6.975,0.000143023247406676
5.68,5.417,2.531,2.413,5.443,3.583,2.819,5.036,3.57558118516689e-05
3.837,4.066,2.514,2.425,4.004,3.031,2.968,3.807,8.93895296291723e-06
3.116,2.836,2.437,2.351,3.095,2.682,2.689,2.819,2.23473824072931e-06
2.815,2.812,2.439,2.374,2.528,2.666,2.335,2.651,5.58684560182327e-07
2.481,2.505,2.331,2.389,2.462,2.261,2.356,2.45,1.39671140045582e-07
2.283,2.484,2.608,2.574,2.661,2.568,2.381,2.563,3.49177850113954e-08
