"Reference1","Reference2","Control077","Control078","Infected153","Infected154","Infected155","Infected156","dilution"
5.659,5.747,3.39,3.325,5.764,5.852,4.902,5.26,0.166744406294106
5.668,5.727,2.78,2.711,5.481,5.477,4.154,4.942,0.0416861015735265
5.37,5.599,2.252,2.487,5.686,5.66,3.203,4.437,0.0104215253933816
5.536,5.494,2.316,2.339,5.149,5.503,2.696,3.632,0.0026053813483454
5.038,4.946,2.172,2.222,5.156,4.93,2.466,2.972,0.000651345337086351
4.213,4.296,2.126,2.268,4.054,4.264,2.483,2.546,0.000162836334271588
3.456,3.516,2.127,2.376,3.427,3.57,2.169,2.613,4.07090835678969e-05
2.839,2.797,2.222,2.197,2.845,3.21,2.092,2.362,1.01772708919742e-05
2.514,2.423,2.259,2.101,2.306,2.41,2.309,2.125,2.54431772299356e-06
2.449,2.294,2.215,2.396,2.39,2.306,2.155,2.492,6.3607943074839e-07
2.355,2.189,2.127,2.314,2.317,2.214,2.316,2.254,1.59019857687097e-07
2.316,2.352,2.383,2.278,2.143,2.003,2.083,2.375,3.97549644217743e-08
