"Reference1","Reference2","Control281","Control282","Infected561","Infected562","Infected563","Infected564","dilution"
8.915,8.771,4.716,4.607,9.084,8.871,6.311,9.516,0.136164269510073
9.185,9.162,4.029,3.822,9.041,9.382,4.477,8.696,0.0340410673775182
9.217,8.636,3.103,3.414,9.132,9.133,3.571,8.426,0.00851026684437955
8.853,9.006,3.092,2.741,8.874,8.901,3.013,6.223,0.00212756671109489
7.931,7.582,3.07,2.731,8.079,8.175,2.691,4.975,0.000531891677773722
6.548,6.326,2.75,2.923,6.932,6.772,3.002,3.758,0.000132972919443431
4.317,4.812,3.058,2.755,5.201,4.804,2.897,3.182,3.32432298608576e-05
3.804,3.64,2.836,2.981,4.037,3.843,2.884,2.9,8.31080746521441e-06
3.269,3.149,2.777,2.99,3.263,3.564,2.514,2.656,2.0777018663036e-06
2.797,2.812,2.663,2.841,2.955,2.88,2.968,2.896,5.19425466575901e-07
2.875,2.811,2.723,2.559,2.508,2.997,2.569,2.899,1.29856366643975e-07
2.793,2.794,2.641,2.905,2.505,2.843,2.61,3.018,3.24640916609938e-08
