"Reference1","Reference2","Control271","Control272","Infected541","Infected542","Infected543","Infected544","dilution"
10.948,10.663,4.382,3.768,11.287,11.566,6.548,11.239,0.0778135168918791
10.998,11.667,2.867,2.932,10.842,10.351,4.334,9.644,0.0194533792229698
10.504,10.385,2.294,2.643,10.565,10.243,3.084,6.714,0.00486334480574245
9.344,9.707,2.529,2.362,9.738,9.971,2.503,5.272,0.00121583620143561
8.525,8.556,2.35,2.289,7.593,8.483,2.354,3.616,0.000303959050358903
6.273,5.899,2.307,2.345,5.483,5.932,2.288,2.718,7.59897625897257e-05
4.327,4.907,2.395,2.108,3.585,4.146,2.307,2.451,1.89974406474314e-05
3.16,3.404,2.162,2.331,3.1,3.249,2.064,2.435,4.74936016185786e-06
2.562,2.736,2.263,2.229,2.436,2.457,2.296,2.297,1.18734004046446e-06
2.192,2.449,2.228,2.124,2.378,2.511,2.21,2.261,2.96835010116116e-07
2.215,2.234,2.253,2.336,2.35,2.142,2.054,2.196,7.4208752529029e-08
2.443,2.333,2.331,2.322,2.419,2.292,2.341,2.359,1.85521881322573e-08
