"Reference1","Reference2","Control201","Control202","Infected401","Infected402","Infected403","Infected404","dilution"
17.825,17.183,6.2,6.902,14.847,17.447,6.113,16.853,0.152686895259984
17.936,17.385,3.588,4.223,12.409,16.581,4.105,17.611,0.0381717238149961
16.351,17.639,2.917,2.958,9.32,17.2,2.604,17.244,0.00954293095374902
15.453,16.071,2.004,2.195,5.422,15.903,2.2,17.05,0.00238573273843725
13.218,12.851,2.21,2.023,3.656,15.348,1.959,14.019,0.000596433184609314
9.436,10.724,2.028,1.757,2.439,11.593,1.939,11.44,0.000149108296152328
6.573,7.108,1.915,1.885,2.174,7.652,1.8,7.348,3.72770740380821e-05
3.94,4.109,1.88,1.857,1.991,5.297,1.907,5.03,9.31926850952053e-06
2.876,2.73,1.829,1.64,2.002,3.147,1.857,3.206,2.32981712738013e-06
2.191,2.434,1.878,1.793,1.886,2.313,1.705,2.731,5.82454281845033e-07
1.967,1.936,1.874,1.892,1.859,2.163,1.791,1.824,1.45613570461258e-07
1.911,1.678,1.93,1.767,1.907,1.975,1.769,1.864,3.64033926153146e-08
