"Reference1","Reference2","Control293","Control294","Infected585","Infected586","Infected587","Infected588","dilution"
14.872,14.305,5.51,5.476,14.028,14.665,14.72,14.939,0.143267016316482
14.378,14.096,3.847,3.488,13.877,13.991,13.906,14.542,0.0358167540791205
13.776,13.911,2.582,2.393,14.207,13.576,13.584,14.529,0.00895418851978014
13.562,13.794,2.146,2.215,14.126,13.369,12.854,13.116,0.00223854712994503
12.399,11.596,1.94,1.84,11.811,11.021,10.916,12.343,0.000559636782486259
9.74,8.363,1.773,1.855,10.506,8.528,9.422,9.279,0.000139909195621565
5.73,5.847,1.813,1.738,5.586,5.876,5.654,6.7,3.49772989053912e-05
4.398,3.973,1.782,1.837,3.863,3.938,3.882,3.936,8.74432472634779e-06
2.826,2.68,1.756,1.783,2.579,2.645,2.735,2.78,2.18608118158695e-06
2.097,2.106,1.974,1.907,2.117,2.132,1.968,2.29,5.46520295396737e-07
1.827,1.967,1.841,1.928,1.89,2.031,1.994,2.136,1.36630073849184e-07
1.906,1.745,1.761,1.882,1.826,1.788,1.724,1.889,3.41575184622961e-08
