"Reference1","Reference2","Control117","Control118","Infected233","Infected234","Infected235","Infected236","dilution"
11.388,11.911,5.497,5.494,4.992,12.34,10.474,10.453,0.101611254089734
11.744,11.937,4.026,4.294,4.244,11.975,9.202,7.985,0.0254028135224336
11.381,11.355,3.773,3.576,3.995,11.517,8.053,6.243,0.00635070338060839
11.209,10.949,3.402,3.401,3.425,10.386,5.481,4.319,0.0015876758451521
9.969,9.223,3.448,3.676,3.799,9.808,4.471,3.586,0.000396918961288024
7.607,7.073,3.414,3.539,3.32,7.596,3.667,3.686,9.92297403220061e-05
5.58,5.375,3.49,3.222,3.475,5.682,3.509,3.254,2.48074350805015e-05
4.594,4.478,3.398,3.479,3.35,4.142,3.25,3.37,6.20185877012538e-06
3.773,3.925,3.114,3.172,3.548,3.91,3.324,3.415,1.55046469253135e-06
3.127,3.641,3.067,3.489,3.261,3.451,3.158,3.344,3.87616173132836e-07
3.794,3.369,3.354,3.273,3.293,3.514,3.378,3.294,9.69040432832091e-08
3.601,3.233,3.168,3.479,3.607,3.189,3.381,3.266,2.42260108208023e-08
