"Reference1","Reference2","Control225","Control226","Infected449","Infected450","Infected451","Infected452","dilution"
13.038,12.189,5.273,5.487,11.557,12.672,11.286,13.602,0.159993374293795
12.845,12.221,3.904,3.627,8.448,13.372,9.885,13.102,0.0399983435734486
12.524,11.974,2.99,2.864,6.011,12.969,7.85,12.681,0.00999958589336216
11.794,11.56,2.288,2.4,4.24,12.179,5.536,11.839,0.00249989647334054
11.023,11.183,2.114,2.219,3.234,10.464,3.803,9.757,0.000624974118335135
8.768,9.04,2.215,1.955,2.689,7.701,2.73,8.431,0.000156243529583784
5.374,5.713,1.952,2.307,2.362,4.745,2.365,5.691,3.90608823959459e-05
3.705,4.018,1.958,2.16,2.311,3.403,2.255,3.943,9.76522059898648e-06
2.86,3.104,2.13,2.149,2.063,2.716,2.112,2.715,2.44130514974662e-06
2.566,2.352,2.12,1.989,2.125,2.551,2.108,2.341,6.10326287436655e-07
2.271,2.229,2.045,2.225,2.127,2.262,1.954,2.2,1.52581571859164e-07
2.29,2.048,2.072,2.242,2.277,2.091,2.009,2.219,3.81453929647909e-08
