"Reference1","Reference2","Control109","Control110","Infected217","Infected218","Infected219","Infected220","dilution"
13.976,14.401,5.888,6.316,14.633,14.861,14.624,10.888,0.177987839608272
14.62,14.716,4.146,4.079,14.167,14.816,14.726,8.982,0.0444969599020679
14.109,13.921,2.956,3.213,12.883,13.171,13.855,6.649,0.011124239975517
13.191,13.431,2.681,2.578,12.313,12.247,12.864,4.15,0.00278105999387924
12.176,11.779,2.496,2.21,11.269,10.126,12.382,3.109,0.000695264998469811
9.83,9.425,2.337,2.325,8.549,6.953,10.889,2.782,0.000173816249617453
7.003,6.284,2.251,2.54,5.968,4.31,7.186,2.592,4.34540624043632e-05
4.524,4.202,2.52,2.25,3.887,3.466,5.03,2.496,1.08635156010908e-05
3.258,3.188,2.28,2.394,3.301,2.746,3.364,2.209,2.7158789002727e-06
2.547,2.564,2.176,2.564,2.643,2.59,2.794,2.54,6.78969725068175e-07
2.536,2.558,2.185,2.477,2.324,2.442,2.412,2.29,1.69742431267044e-07
2.251,2.298,2.436,2.491,2.188,2.391,2.392,2.281,4.24356078167609e-08
