"Reference1","Reference2","Control137","Control138","Infected273","Infected274","Infected275","Infected276","dilution"
11.641,11.614,5.318,5.865,12.22,12.166,6.157,11.869,0.128170345411787
11.646,11.079,4.12,4.355,11.436,12.177,4.37,11.087,0.0320425863529467
10.926,11.64,3.717,3.698,11.642,11.126,3.859,10.167,0.00801064658823667
11.141,9.989,3.35,3.14,10.283,10.888,3.407,9.17,0.00200266164705917
9.18,9.933,3.217,3.334,9.773,9.05,3.221,7.173,0.000500665411764792
7.702,7.579,3.185,3.375,8.376,7.51,3.263,4.831,0.000125166352941198
5.836,5.991,2.979,3.335,6.205,5.529,2.753,3.708,3.12915882352995e-05
4.144,4.502,3.237,3.289,4.53,4.353,3.059,3.438,7.82289705882487e-06
3.814,3.511,3,3.36,3.59,3.863,3.164,3.395,1.95572426470622e-06
3.226,3.441,3.006,2.92,3.299,3.252,3.156,3.047,4.88931066176555e-07
3.346,3.356,2.834,3.054,3.426,3.384,3.147,3.169,1.22232766544139e-07
3.188,3.073,3.332,3.134,3.215,2.85,2.886,2.956,3.05581916360347e-08
