"Reference1","Reference2","Control153","Control154","Infected305","Infected306","Infected307","Infected308","dilution"
11.467,11.399,4.477,4.5,11.714,9.452,10.563,10.082,0.109455081659732
10.963,11.156,3.032,3.221,10.737,7.58,11.059,9.269,0.0273637704149331
11.097,10.212,2.561,2.439,10.71,5.561,11.206,7.215,0.00684094260373327
10.38,9.785,2.298,2.244,10.538,3.59,10.414,5.485,0.00171023565093332
9.136,8.089,2.111,2.28,9.075,2.98,9.157,3.916,0.00042755891273333
7.239,6.995,2.059,1.982,7.509,2.584,7.451,2.912,0.000106889728183332
5.258,4.66,2.096,2.209,5.091,2.385,4.616,2.471,2.67224320458331e-05
3.378,3.32,2.087,2.125,3.551,2.201,3.707,1.997,6.68060801145827e-06
2.562,2.744,2.319,2.094,2.719,2.391,2.552,2.155,1.67015200286457e-06
2.299,2.32,2.122,2.197,2.522,1.968,2.382,2.046,4.17538000716142e-07
2.12,2.069,2.253,2.3,2.132,2.042,2.465,2.332,1.04384500179036e-07
2.38,2.294,2.199,2.321,2.057,2.262,2.279,1.9,2.60961250447589e-08
