"Reference1","Reference2","Control135","Control136","Infected269","Infected270","Infected271","Infected272","dilution"
15.757,14.151,6.051,5.823,10.539,12.543,15.081,14.395,0.115656198348558
14.19,13.235,4.264,4.614,7.895,10.363,14.423,14.16,0.0289140495871394
14.941,13.784,3.561,3.637,5.785,7.535,14.11,13.952,0.00722851239678486
13.473,13.312,3.593,2.794,4.303,5.671,13.071,14.145,0.00180712809919621
12.026,11.407,3.633,3.065,3.433,4.121,12.271,11.574,0.000451782024799054
8.948,8.699,3.238,3.202,3.268,3.594,8.279,9.664,0.000112945506199763
6.499,7.123,2.939,3.247,3.208,3.115,6.15,6.809,2.82363765499409e-05
5.26,3.994,2.971,3.293,3.074,2.895,5.057,4.886,7.05909413748521e-06
3.781,3.732,3.252,3.071,3.087,3.232,3.618,4.048,1.7647735343713e-06
3.193,3.638,3.31,3.31,3.027,3.187,3.46,3.512,4.41193383592826e-07
3.318,3.261,2.824,2.923,3.233,3.123,3.047,2.984,1.10298345898206e-07
3.135,3.014,3.154,3.048,3.229,3.054,2.843,3.236,2.75745864745516e-08
