"Reference1","Reference2","Control015","Control016","Infected029","Infected030","Infected031","Infected032","dilution"
15.947,16.729,7.282,6.907,17.829,16.705,16.956,17.084,0.142064526829456
16.664,17.331,4.831,5.001,17.529,15.248,16.066,16.52,0.0355161317073641
15.267,16.448,3.858,3.796,16.295,16.782,16.605,15.642,0.00887903292684101
15.115,15.229,3.257,3.131,16.07,16.076,16.144,15.067,0.00221975823171025
13.421,13.48,2.896,3.199,13.371,13.815,13.722,12.837,0.000554939557927563
10.485,10.197,2.936,3.107,11.049,11.8,11.128,9.543,0.000138734889481891
8.099,7.581,3.288,2.896,8.169,8.509,7.901,7.128,3.46837223704727e-05
4.878,4.913,2.799,2.688,5.237,5.837,5.017,4.784,8.67093059261818e-06
3.664,4.132,2.657,2.791,3.505,4.068,3.821,3.335,2.16773264815454e-06
3.187,3.168,2.829,2.793,3.547,3.263,3.413,3.348,5.41933162038636e-07
3.082,3.22,2.961,2.966,3.241,2.974,2.908,2.798,1.35483290509659e-07
3.272,2.913,2.649,2.694,2.612,3.011,2.998,2.918,3.38708226274148e-08
