"Reference1","Reference2","Control043","Control044","Infected085","Infected086","Infected087","Infected088","dilution"
9.817,10.026,4.105,3.703,8.961,4.071,9.682,7.761,0.107466290679675
9.457,9.401,2.755,2.949,8.908,2.994,9.688,6.071,0.0268665726699188
9.833,9.126,2.442,2.451,8.691,2.505,9.222,4.75,0.0067166431674797
8.524,8.74,2.165,2.314,9.027,2.009,8.265,3.334,0.00167916079186992
7.402,7.151,2.171,1.958,7.784,2.179,7.969,2.744,0.000419790197967481
5.388,5.77,2.054,1.916,6.12,2.145,6.176,2.148,0.00010494754949187
4.005,4.627,1.926,1.917,4.571,1.918,3.701,2.159,2.62368873729676e-05
2.869,2.599,2.148,1.973,3.336,2.062,2.933,2.041,6.55922184324189e-06
2.431,2.536,2.042,1.987,2.339,1.801,2.4,2.019,1.63980546081047e-06
2.084,2.121,2.053,2.139,2.34,1.858,2.042,2.1,4.09951365202618e-07
1.901,2.266,1.971,2.046,2.156,1.8,2.076,1.998,1.02487841300655e-07
2.031,2.002,1.922,1.964,2.085,1.888,2.169,2.059,2.56219603251636e-08
