"Reference1","Reference2","Control323","Control324","Infected645","Infected646","Infected647","Infected648","dilution"
13.319,15.362,5.399,4.95,14.353,14.448,13.139,13.828,0.109345503682152
14.015,14.151,3.284,3.891,14.002,14.125,12.15,14.337,0.0273363759205381
14.334,14.474,2.938,2.878,13.221,13.637,9.147,13.002,0.00683409398013453
12.839,13.553,2.4,2.625,12.026,12.628,6.257,12.149,0.00170852349503363
11.741,11.312,2.194,2.324,8.99,10.416,4.373,11.04,0.000427130873758408
9.456,8.968,2.267,2.418,6.659,6.751,3.127,8.38,0.000106782718439602
5.34,5.902,2.276,2.352,3.782,4.794,2.677,5.372,2.66956796099005e-05
4.238,3.857,2.329,2.194,2.979,3.264,2.09,3.622,6.67391990247513e-06
3.006,2.933,2.187,2.263,2.436,2.813,2.408,2.938,1.66847997561878e-06
2.586,2.752,2.302,2.296,2.45,2.34,2.127,2.476,4.17119993904695e-07
2.391,2.398,2.319,2.402,2.424,2.388,2.275,2.269,1.04279998476174e-07
2.561,2.247,2.357,2.284,2.356,2.451,2.258,2.233,2.60699996190435e-08
