"Reference1","Reference2","Control249","Control250","Infected497","Infected498","Infected499","Infected500","dilution"
9.489,9.426,4.653,4.51,9.773,9.106,9.455,8.644,0.152325042076785
9.311,9.547,3.089,3.517,9.207,8.969,9.206,8.647,0.0380812605191963
9.247,9.744,2.536,2.872,9.295,9.595,8.956,7.076,0.00952031512979907
9.452,8.132,2.505,2.54,8.517,8.938,9.152,4.958,0.00238007878244977
7.987,7.837,2.439,2.403,7.848,7.715,7.678,3.956,0.000595019695612442
6.295,6.561,2.51,2.636,6.292,5.978,6.299,2.816,0.000148754923903111
4.825,4.775,2.478,2.422,4.595,4.538,5.043,2.624,3.71887309757776e-05
3.461,3.709,2.296,2.489,3.742,3.141,3.451,2.233,9.29718274394441e-06
2.878,2.886,2.493,2.627,2.714,2.761,3.147,2.596,2.3242956859861e-06
2.521,2.536,2.23,2.638,2.532,2.607,2.614,2.394,5.81073921496526e-07
2.729,2.504,2.426,2.474,2.345,2.468,2.462,2.312,1.45268480374131e-07
2.438,2.58,2.427,2.323,2.415,2.471,2.508,2.477,3.63171200935328e-08
