"Reference1","Reference2","Control223","Control224","Infected445","Infected446","Infected447","Infected448","dilution"
9.201,9.024,3.268,3.596,9.372,8.052,9.299,8.948,0.105932850513063
9.213,8.847,2.717,2.541,9.098,7.051,9.254,8.207,0.0264832126282657
8.655,9.104,2.104,2.174,8.692,5.104,8.527,7.919,0.00662080315706644
8.486,7.9,1.91,1.835,8.274,3.423,7.042,5.787,0.00165520078926661
6.809,7.026,1.869,1.816,7.033,2.38,5.095,4.405,0.000413800197316652
5.292,5.577,1.789,1.826,5.418,2.181,3.471,3.243,0.000103450049329163
3.95,3.829,1.776,1.75,3.788,1.996,2.795,2.326,2.58625123322908e-05
2.797,2.767,1.718,1.675,2.55,1.657,2.232,2.049,6.46562808307269e-06
2.05,2.454,1.759,1.747,2.164,1.959,1.97,1.767,1.61640702076817e-06
1.958,1.906,1.734,1.986,1.912,1.742,1.827,1.896,4.04101755192043e-07
1.816,1.834,1.905,1.643,1.803,1.793,1.899,1.791,1.01025438798011e-07
1.858,1.912,1.743,1.775,1.887,1.735,1.797,1.859,2.52563596995027e-08
