"Reference1","Reference2","Control191","Control192","Infected381","Infected382","Infected383","Infected384","dilution"
15.704,17.713,6.548,6.478,14.671,6.6,17.738,15.672,0.137686518861362
15.994,15.924,4.675,4.428,14.811,4.448,15.146,14.159,0.0344216297153404
16.005,15.672,3.407,3.204,15.862,3.43,16.79,13.027,0.0086054074288351
14.996,14.883,2.897,2.995,14.419,2.842,14.634,10.607,0.00215135185720878
12.615,12.956,2.89,2.639,12.067,2.612,12.528,7.847,0.000537837964302194
10.609,10.332,2.715,2.65,9.361,2.692,8.495,4.926,0.000134459491075549
6.684,7.595,2.532,2.682,6.099,2.702,6.753,3.736,3.36148727688871e-05
4.753,4.77,2.624,2.363,4.036,2.578,4.435,2.801,8.40371819222178e-06
3.155,3.478,2.7,2.55,3.177,2.35,3.519,2.799,2.10092954805545e-06
3.094,3.031,2.649,2.597,3.01,2.241,2.972,2.73,5.25232387013861e-07
2.407,2.804,2.508,2.469,2.762,2.823,2.736,2.775,1.31308096753465e-07
2.599,2.422,2.762,2.533,2.686,2.767,2.579,2.372,3.28270241883663e-08
