"Reference1","Reference2","Control011","Control012","Infected021","Infected022","Infected023","Infected024","dilution"
11.987,12.272,5.589,6.281,5.475,12.482,5.821,5.955,0.164817048709981
11.984,12.606,3.603,3.947,3.683,13.604,3.719,3.693,0.0412042621774953
12.099,11.913,2.976,2.837,2.772,12.883,2.983,2.762,0.0103010655443738
11.186,12.158,2.52,2.701,2.437,12.402,2.625,2.527,0.00257526638609346
10.901,10.494,2.255,2.539,2.198,10.159,2.386,2.463,0.000643816596523364
8.609,8.711,2.294,2.235,2.205,8.379,2.18,2.527,0.000160954149130841
5.927,5.944,2.41,2.21,2.298,5.923,2.101,2.092,4.02385372827103e-05
3.562,3.949,2.346,2.238,2.151,4.141,2.294,2.087,1.00596343206776e-05
3.092,2.902,2.345,2.297,2.135,2.966,2.232,2.249,2.51490858016939e-06
2.603,2.702,2.31,2.449,2.29,2.664,2.29,2.402,6.28727145042348e-07
2.261,2.323,2.39,2.354,2.132,2.248,2.258,2.43,1.57181786260587e-07
2.292,2.267,2.25,2.305,2.346,2.402,2.322,2.215,3.92954465651468e-08
