"Reference1","Reference2","Control087","Control088","Infected173","Infected174","Infected175","Infected176","dilution"
11.067,10.297,4.854,4.764,11.048,10.952,5.098,9.93,0.134885856317933
10.687,10.873,3.21,3.517,9.987,10.107,3.519,9.527,0.0337214640794832
10.072,10.036,2.751,2.685,10.123,9.57,2.685,8.009,0.00843036601987081
9.246,9.791,2.43,2.427,9.845,8.096,2.495,5.879,0.0021075915049677
8.627,9.414,2.323,2.355,8.651,6.933,2.331,4.255,0.000526897876241925
6.91,7.016,2.248,2.135,7.319,5.247,2.398,3.373,0.000131724469060481
4.955,4.744,2.351,2.156,5.444,3.22,2.054,2.532,3.29311172651203e-05
3.419,3.739,2.177,2.29,3.508,2.706,2.181,2.407,8.23277931628008e-06
2.91,2.806,2.222,2.162,2.653,2.434,2.272,2.609,2.05819482907002e-06
2.415,2.485,2.384,2.197,2.744,2.356,2.319,2.263,5.14548707267505e-07
2.477,2.201,2.137,2.282,2.445,2.22,2.364,2.25,1.28637176816876e-07
2.455,2.329,2.335,2.01,2.554,2.333,2.44,2.493,3.21592942042191e-08
