"Reference1","Reference2","Control277","Control278","Infected553","Infected554","Infected555","Infected556","dilution"
14.55,14.327,5.733,5.261,14.477,14.134,13.37,13.468,0.0976868662486265
14.152,14.423,3.443,3.572,14.52,13.907,12.078,14.572,0.0244217165621566
14.371,14.119,2.871,3.182,13.065,14.35,9.307,12.545,0.00610542914053916
13.367,13.496,2.73,2.785,13.163,13.036,6.967,10.757,0.00152635728513479
11.392,11.49,2.597,2.516,10.892,11.144,4.763,8.199,0.000381589321283697
8.605,7.912,2.576,2.32,7.778,9.308,3.591,5.427,9.53973303209243e-05
5.803,5.263,2.587,2.364,4.935,6.335,2.916,3.974,2.38493325802311e-05
3.748,3.897,2.398,2.371,3.844,3.801,2.574,3.087,5.96233314505777e-06
3.07,3.116,2.288,2.132,2.891,2.98,2.738,2.651,1.49058328626444e-06
2.592,2.799,2.376,2.288,2.481,2.656,2.524,2.738,3.72645821566111e-07
2.357,2.244,2.371,2.345,2.534,2.539,2.309,2.678,9.31614553915277e-08
2.4,2.09,2.442,2.455,2.313,2.369,2.428,2.317,2.32903638478819e-08
