"Reference1","Reference2","Control217","Control218","Infected433","Infected434","Infected435","Infected436","dilution"
11.218,11.709,5.01,5.338,11.764,11.712,7.654,6.828,0.126214558575291
11.567,10.862,3.42,3.533,10.683,11.275,5.356,5.638,0.0315536396438229
11.74,11.222,2.823,2.828,10.594,10.49,3.956,3.647,0.00788840991095571
10.923,10.147,2.493,2.514,8.898,8.989,3.09,2.909,0.00197210247773893
9.11,9.008,2.716,2.478,6.635,7.087,2.893,2.547,0.000493025619434732
7.381,7.974,2.478,2.313,4.914,5.201,2.417,2.51,0.000123256404858683
5.612,5.993,2.671,2.373,3.358,3.815,2.587,2.478,3.08141012146708e-05
4.075,3.754,2.406,2.309,2.807,2.947,2.397,2.394,7.70352530366769e-06
3.047,2.866,2.334,2.435,2.425,2.665,2.335,2.526,1.92588132591692e-06
2.517,2.804,2.496,2.399,2.579,2.525,2.588,2.231,4.81470331479231e-07
2.494,2.426,2.423,2.196,2.401,2.737,2.248,2.494,1.20367582869808e-07
2.376,2.384,2.609,2.41,2.4,2.404,2.6,2.288,3.00918957174519e-08
