"Reference1","Reference2","Control301","Control302","Infected601","Infected602","Infected603","Infected604","dilution"
13.495,13.858,4.873,4.653,5.733,11.413,11.524,13.154,0.0813891333036611
12.682,12.342,3.352,3.292,3.959,10.648,9.595,13.476,0.0203472833259153
12.997,12.491,3.027,2.934,2.933,7.338,7.078,12.992,0.00508682083147882
11.625,11.175,2.505,2.724,2.81,5.235,4.221,12.031,0.0012717052078697
9.937,10.693,2.441,2.606,2.529,3.843,3.342,10.486,0.000317926301967426
7.571,7.474,2.298,2.374,2.363,3.194,3.061,7.47,7.94815754918565e-05
4.879,4.731,2.638,2.474,2.341,2.866,2.415,5.501,1.98703938729641e-05
3.653,3.671,2.4,2.567,2.477,2.588,2.43,3.787,4.96759846824103e-06
2.728,2.912,2.711,2.546,2.558,2.378,2.447,3.092,1.24189961706026e-06
2.635,2.685,2.342,2.32,2.51,2.437,2.524,3.013,3.10474904265064e-07
2.742,2.668,2.446,2.508,2.586,2.746,2.47,2.466,7.76187260662661e-08
2.471,2.566,2.436,2.335,2.681,2.56,2.538,2.592,1.94046815165665e-08
