"Reference1","Reference2","Control185","Control186","Infected369","Infected370","Infected371","Infected372","dilution"
14.478,15.131,6.858,6.003,13.642,14.345,15.153,15.524,0.14732574300277
14.439,15.386,5.012,4.266,10.235,15.337,12.793,15.761,0.0368314357506925
15.63,14.687,3.296,3.296,8.531,13.939,11.298,15.29,0.00920785893767313
14.049,13.599,2.756,2.69,5.967,12.308,8.036,13.395,0.00230196473441828
12.217,12.682,2.616,2.527,3.762,10.869,5.038,12.772,0.00057549118360457
10.582,10.039,2.598,2.503,3.073,6.087,3.875,9.345,0.000143872795901143
6.077,7.74,2.597,2.559,2.72,4.614,2.957,7.038,3.59681989752857e-05
4.549,4.393,2.546,2.597,2.753,3.41,2.903,4.808,8.99204974382141e-06
3.352,3.383,2.436,2.505,2.42,2.808,2.352,3.38,2.24801243595535e-06
2.934,3.026,2.459,2.566,2.487,2.689,2.547,2.938,5.62003108988838e-07
2.895,2.536,2.613,2.519,2.467,2.445,2.385,2.662,1.4050077724721e-07
2.51,2.646,2.417,2.476,2.409,2.541,2.587,2.296,3.51251943118024e-08
