"Reference1","Reference2","Control125","Control126","Infected249","Infected250","Infected251","Infected252","dilution"
13.636,13.719,6.533,5.966,13.652,13.579,11.666,13.728,0.159890387438084
13.756,13.872,4.51,4.269,13.735,13.382,9.211,13.691,0.0399725968595211
12.575,13.452,3.345,3.781,12.807,13.851,7.641,13.217,0.00999314921488027
12.428,12.229,2.98,3.137,12.414,13.086,5.499,13.016,0.00249828730372007
10.874,10.687,2.77,3.036,10.435,12.453,4.017,11.433,0.000624571825930017
9.081,8.211,2.755,2.978,8.252,8.008,3.308,9.756,0.000156142956482504
6.025,6.183,2.648,2.647,6.271,6.297,3.124,6.61,3.90357391206261e-05
4.22,4.153,2.842,2.83,4.45,4.65,2.819,4.561,9.75893478015651e-06
3.323,3.363,2.911,2.942,3.273,3.793,2.851,3.76,2.43973369503913e-06
2.976,3.152,2.858,2.824,3.09,3.256,2.764,2.992,6.09933423759782e-07
2.932,2.866,2.838,2.667,2.874,2.739,2.971,3.186,1.52483355939946e-07
3.098,3.179,2.932,2.924,2.875,2.997,2.806,2.677,3.81208389849864e-08
