"Reference1","Reference2","Control229","Control230","Infected457","Infected458","Infected459","Infected460","dilution"
11.596,12.23,4.244,4.17,11.885,7.314,11.847,12.129,0.110012803862597
11.945,12.467,3.285,3.278,12.519,4.853,12.186,11.176,0.0275032009656493
11.564,11.762,2.519,2.501,11.692,3.415,10.918,10.746,0.00687580024141233
10.005,10.767,1.996,2.288,10.696,2.446,10.614,9.916,0.00171895006035308
9.048,9.421,2.069,2.172,9.489,2.328,9.083,8.342,0.00042973751508827
6.258,7.568,2.097,2.063,7.398,2.03,7.697,6.198,0.000107434378772068
4.503,4.683,2.242,2.138,4.982,2.153,5.1,4.13,2.68585946930169e-05
3.036,3.09,2.229,2.078,3.056,2.058,3.304,2.879,6.71464867325423e-06
2.475,2.429,2.07,1.9,2.548,2.141,2.683,2.382,1.67866216831356e-06
2.349,2.232,2.206,2.002,2.282,2.055,2.402,2.125,4.19665542078389e-07
2.152,2.011,2.084,2.33,2.1,2.1,2.357,2.215,1.04916385519597e-07
2.145,2.045,1.936,2.249,2.041,2.09,2.063,1.972,2.62290963798993e-08
