"Reference1","Reference2","Control213","Control214","Infected425","Infected426","Infected427","Infected428","dilution"
14.47,14.969,5.264,5.111,5.974,13.873,14.64,13.035,0.0756579094447423
14.042,15.023,3.843,3.971,4.063,14.571,13.581,11.388,0.0189144773611856
14.381,14.219,3.137,3.136,2.843,13.465,11.164,7.969,0.00472861934029639
12.876,13.456,2.775,2.826,2.816,13.533,8.674,5.357,0.0011821548350741
11.241,11.308,2.731,2.642,2.753,11.626,5.027,4.349,0.000295538708768525
8.118,9.216,2.652,2.64,2.643,8.216,3.96,3.203,7.38846771921311e-05
5.535,5.569,2.598,2.867,2.643,5.61,3.222,2.816,1.84711692980328e-05
3.78,3.871,2.953,2.668,2.49,3.938,2.764,2.726,4.6177923245082e-06
3.261,3.399,2.79,2.477,2.655,3.183,2.581,2.631,1.15444808112705e-06
2.843,2.911,2.577,2.834,2.31,2.631,2.325,2.824,2.88612020281762e-07
2.865,2.685,2.664,2.62,2.816,2.67,2.615,2.582,7.21530050704406e-08
2.687,2.478,2.539,2.657,2.453,2.592,2.801,2.642,1.80382512676101e-08
