"Reference1","Reference2","Control319","Control320","Infected637","Infected638","Infected639","Infected640","dilution"
15.31,14.913,6.308,5.97,6.999,14.918,15.442,16.187,0.11147037743149
14.947,14.45,4.327,4.19,4.422,14.461,16.101,14.976,0.0278675943578724
15.543,13.311,3.1,3.321,3.773,14.07,13.677,14.559,0.00696689858946809
12.798,13.144,2.761,3.04,2.797,12.951,13.21,13.423,0.00174172464736702
11.84,12.072,2.632,2.582,2.867,11.655,10.674,10.955,0.000435431161841756
9.274,8.654,2.772,2.742,2.803,9.202,8.408,8.859,0.000108857790460439
6.053,6.043,2.899,2.551,2.703,6.378,6.398,6.62,2.72144476151097e-05
4.226,4.283,2.825,2.7,2.618,4.37,4.038,4.414,6.80361190377744e-06
3.541,3.16,2.301,2.902,2.633,3.694,3.776,3.226,1.70090297594436e-06
3.167,2.786,2.687,2.56,2.815,3.138,3.186,3.002,4.2522574398609e-07
2.685,2.668,2.834,2.317,2.593,2.963,2.935,2.756,1.06306435996522e-07
2.741,2.995,2.61,2.725,2.793,2.842,2.903,2.701,2.65766089991306e-08
