"Reference1","Reference2","Control169","Control170","Infected337","Infected338","Infected339","Infected340","dilution"
13.113,13.508,4.771,4.835,7.755,12.528,12.038,10.893,0.117558745404448
11.958,11.764,3.481,3.492,6.27,12.165,12.312,10.09,0.0293896863511119
12.001,12.076,2.771,2.729,4.291,12.484,12.476,7.916,0.00734742158777798
11.006,11.361,2.515,2.475,3.042,12.077,11.026,5.593,0.00183685539694449
10.42,10.226,2.429,2.522,2.543,10.22,9.951,3.869,0.000459213849236123
7.165,7.689,2.513,2.557,2.513,7.792,8.346,2.971,0.000114803462309031
5.904,5.417,2.213,2.117,2.258,5.613,5.912,2.566,2.87008655772577e-05
3.501,3.972,2.351,2.468,2.486,3.72,3.596,2.39,7.17521639431443e-06
3.019,2.927,2.281,2.336,2.36,2.666,3.261,2.322,1.79380409857861e-06
2.615,2.593,2.347,2.279,2.207,2.543,2.702,2.612,4.48451024644652e-07
2.616,2.357,2.438,2.489,2.212,2.585,2.226,2.432,1.12112756161163e-07
2.352,2.385,2.327,2.152,2.396,2.625,2.421,2.343,2.80281890402907e-08
