"Reference1","Reference2","Control003","Control004","Infected005","Infected006","Infected007","Infected008","dilution"
8.208,7.886,4.096,4.291,7.177,8.086,5.042,8.306,0.130132777134821
8.253,8.011,3.421,3.429,6.024,7.931,3.78,7.836,0.0325331942837052
8.015,7.957,2.849,2.8,4.827,7.653,2.892,8.249,0.0081332985709263
7.613,7.387,2.554,2.574,3.438,7.249,2.931,6.889,0.00203332464273158
6.417,6.193,2.411,2.527,3.02,6.976,2.666,6.601,0.000508331160682894
5.665,4.705,2.498,2.356,2.662,5.932,2.293,5.415,0.000127082790170723
4.261,3.958,2.618,2.568,2.806,4.287,2.418,4.206,3.17706975426809e-05
3.127,3.078,2.642,2.481,2.663,3.591,2.596,3.197,7.94267438567022e-06
2.813,2.762,2.518,2.457,2.619,2.968,2.396,2.987,1.98566859641755e-06
2.67,2.715,2.465,2.438,2.43,2.863,2.378,2.805,4.96417149104389e-07
2.43,2.651,2.46,2.301,2.596,2.766,2.599,2.612,1.24104287276097e-07
2.414,2.548,2.336,2.636,2.437,2.552,2.565,2.622,3.10260718190243e-08
