"Reference1","Reference2","Control137","Control138","Infected273","Infected274","Infected275","Infected276","dilution"
4.42,4.16,2.551,2.335,3.976,4.368,3,2.285,0.112294255923262
4.248,4.2,2.001,2.076,3.558,4.156,2.442,2.02,0.0280735639808155
4.118,4.366,1.826,1.936,3.232,4.028,2.167,1.8,0.00701839099520386
4.165,4.026,1.838,1.746,2.602,3.75,1.719,1.671,0.00175459774880097
3.625,3.739,1.795,1.7,2.107,3.32,1.783,1.864,0.000438649437200241
3.068,2.943,1.732,1.61,1.759,2.608,1.703,1.656,0.00010966235930006
2.316,2.548,1.73,1.724,1.808,2.196,1.765,1.647,2.74155898250151e-05
2.084,2.144,1.688,1.772,1.788,1.948,1.696,1.729,6.85389745625377e-06
1.769,1.903,1.732,1.709,1.857,1.723,1.703,1.669,1.71347436406344e-06
1.775,1.731,1.672,1.835,1.677,1.716,1.792,1.671,4.28368591015861e-07
1.825,1.86,1.704,1.798,1.767,1.706,1.557,1.702,1.07092147753965e-07
1.761,1.745,1.737,1.804,1.591,1.736,1.724,1.704,2.67730369384913e-08
