"Reference1","Reference2","Control241","Control242","Infected481","Infected482","Infected483","Infected484","dilution"
7.291,7.865,2.602,2.494,6.379,5.219,2.341,2.709,0.0924801027454444
7.399,7.416,1.65,1.756,4.324,3.626,1.833,1.653,0.0231200256863611
6.992,7.321,1.291,1.321,3.226,2.317,1.263,1.333,0.00578000642159028
6.432,6.818,1.067,1.111,1.98,1.48,1.13,1.144,0.00144500160539757
5.866,6.041,1.05,1.04,1.512,1.261,1.07,1.009,0.000361250401349392
4.221,4.187,0.959,0.991,1.159,1.079,1.065,1.057,9.0312600337348e-05
2.868,2.816,1.12,1.062,1.043,1.141,0.982,1.044,2.2578150084337e-05
1.829,1.767,1.076,0.991,1.112,1.116,1.074,1.055,5.64453752108425e-06
1.412,1.489,1.03,1.116,1.101,0.973,1.092,1.026,1.41113438027106e-06
1.171,1.172,0.984,1.074,1.081,1.054,0.949,0.966,3.52783595067766e-07
1.09,1.179,1.06,1.092,1.035,1.078,1.02,1.061,8.81958987669415e-08
1.017,1.02,1.046,1.079,0.974,1.055,1.034,1.051,2.20489746917354e-08
