"Reference1","Reference2","Control281","Control282","Infected561","Infected562","Infected563","Infected564","dilution"
8.903,9.245,4.365,4.561,8.853,8.122,4.034,8.501,0.123040805756759
8.859,9.14,3.409,3.429,7.559,6.736,3.395,8.283,0.0307602014391897
9.137,8.791,2.829,2.898,5.748,4.558,2.96,7.031,0.00769005035979742
8.482,8.36,2.819,2.655,4.889,3.894,2.45,5.11,0.00192251258994935
7.634,6.985,2.341,2.721,3.464,2.952,2.594,3.868,0.000480628147487339
6.278,6.42,2.738,2.584,3.15,2.865,2.357,3.058,0.000120157036871835
4.639,5.09,2.482,2.592,2.986,2.642,2.423,2.889,3.00392592179587e-05
3.288,3.205,2.45,2.751,2.595,2.681,2.623,2.636,7.50981480448967e-06
3.048,3.103,2.641,2.278,2.682,2.633,2.718,2.457,1.87745370112242e-06
2.677,2.884,2.575,2.737,2.572,2.547,2.597,2.536,4.69363425280604e-07
2.623,2.529,2.464,2.56,2.445,2.423,2.647,2.467,1.17340856320151e-07
2.755,2.397,2.541,2.635,2.385,2.633,2.564,2.506,2.93352140800378e-08
