"Reference1","Reference2","Control421","Control422","Infected841","Infected842","Infected843","Infected844","dilution"
8.019,8.181,3.932,4.229,8.201,3.646,7.567,3.562,0.111674881973383
8.078,8.087,2.954,2.669,7.376,2.83,7.204,3.018,0.0279187204933456
7.97,7.813,2.724,2.438,6.527,2.548,6.191,2.57,0.00697968012333641
8.156,7.644,2.665,2.504,5.275,2.463,4.703,2.437,0.0017449200308341
6.487,6.33,2.313,2.27,3.723,2.496,3.366,2.274,0.000436230007708526
5.455,5.077,2.363,2.194,3.145,2.144,2.941,2.122,0.000109057501927131
3.789,4.038,2.322,2.219,2.576,2.349,2.303,2.33,2.72643754817829e-05
3.204,2.998,2.154,2.149,2.597,2.302,2.438,2.284,6.81609387044571e-06
2.602,2.684,2.231,2.324,2.322,2.315,2.422,2.439,1.70402346761143e-06
2.371,2.312,2.288,2.278,2.208,2.265,2.472,2.324,4.26005866902857e-07
2.353,2.346,2.361,2.262,2.31,2.415,2.217,2.124,1.06501466725714e-07
2.168,2.457,2.457,2.337,2.377,2.218,2.399,2.407,2.66253666814286e-08
