"Reference1","Reference2","Control031","Control032","Infected061","Infected062","Infected063","Infected064","dilution"
9.717,10.016,4.21,3.803,4.206,5.453,6.589,9.188,0.0973358041100364
9.13,9.219,3.35,3.319,3.115,4.157,4.707,10.005,0.0243339510275091
9.498,8.86,2.703,2.964,2.496,2.848,3.347,9.315,0.00608348775687727
8.916,9.172,2.446,2.502,2.701,2.868,3.007,8.848,0.00152087193921932
7.32,7.716,2.362,2.366,2.437,2.464,2.661,7.912,0.00038021798480483
5.913,6.386,2.642,2.461,2.34,2.58,2.65,5.181,9.50544962012074e-05
4.381,4.766,2.401,2.05,2.555,2.412,2.462,3.87,2.37636240503018e-05
3.303,3.413,2.239,2.484,2.352,2.33,2.494,2.982,5.94090601257546e-06
3.036,2.689,2.574,2.48,2.121,2.398,2.497,2.911,1.48522650314387e-06
2.579,2.647,2.471,2.421,2.516,2.384,2.358,2.71,3.71306625785966e-07
2.635,2.35,2.439,2.696,2.417,2.512,2.418,2.505,9.28266564464916e-08
2.517,2.438,2.411,2.509,2.427,2.299,2.497,2.434,2.32066641116229e-08
