"Reference1","Reference2","Control007","Control008","Infected013","Infected014","Infected015","Infected016","dilution"
7.379,7.498,3.406,4.016,7.13,7.471,4.076,3.812,0.141236502909905
7.413,7.441,3.019,2.975,7.114,7.061,3.324,2.923,0.0353091257274763
7.268,7.369,2.624,2.541,6.552,6.184,2.521,2.562,0.00882728143186908
6.962,6.909,2.223,2.284,4.974,5.169,2.632,2.335,0.00220682035796727
6.17,6.389,2.346,2.292,3.774,3.78,2.304,2.377,0.000551705089491817
5.003,5.02,2.326,2.288,3.074,3.21,2.057,2.416,0.000137926272372954
3.55,3.832,2.378,2.364,2.691,2.671,2.189,2.328,3.44815680932386e-05
2.984,2.64,2.305,2.361,2.464,2.517,1.996,2.301,8.62039202330965e-06
2.475,2.479,2.321,2.21,2.157,2.324,2.38,2.335,2.15509800582741e-06
2.242,2.372,2.231,2.206,2.094,2.177,2.275,2.267,5.38774501456853e-07
2.232,2.244,2.267,2.15,2.292,2.232,2.269,2.05,1.34693625364213e-07
2.315,2.281,2.185,2.31,2.36,2.255,2.245,2.269,3.36734063410533e-08
