"Reference1","Reference2","Control469","Control470","Infected937","Infected938","Infected939","Infected940","dilution"
8.361,8.532,3.725,3.648,8.211,8.53,8.858,7.671,0.103096062407455
8.05,7.933,2.587,2.839,7.512,8.015,8.207,7.149,0.0257740156018639
8.02,7.821,2.113,2.123,6.456,7.892,7.862,5.426,0.00644350390046597
7.791,7.878,2.105,1.966,5.032,7.71,8.283,3.855,0.00161087597511649
6.768,6.423,1.837,1.938,3.463,6.243,6.624,2.621,0.000402718993779123
5.049,5.231,2.093,1.914,2.372,5.445,5.46,2.143,0.000100679748444781
3.801,3.794,1.793,1.811,2.188,3.649,3.982,1.955,2.51699371111952e-05
2.704,2.701,1.855,1.867,2.041,2.756,2.803,1.852,6.2924842777988e-06
2.132,2.177,1.931,1.856,1.78,2.139,2.193,1.828,1.5731210694497e-06
1.865,2.021,1.931,1.845,1.94,2.206,1.915,1.774,3.93280267362425e-07
1.923,1.916,1.874,1.752,1.927,1.9,1.982,1.959,9.83200668406062e-08
1.953,1.836,1.917,1.877,1.877,1.817,2.006,1.865,2.45800167101516e-08
