"Reference1","Reference2","Control353","Control354","Infected705","Infected706","Infected707","Infected708","dilution"
12.455,12.569,4.65,4.895,12.68,12.916,12.008,11.902,0.133072486424538
12.113,11.47,3.394,3.289,11.713,12.784,12.264,12.79,0.0332681216061344
12.768,11.821,2.503,2.408,11.736,11.84,12.157,11.743,0.0083170304015336
10.94,10.445,2.088,2.099,11.348,11.107,11.164,11.155,0.0020792576003834
9.319,10.28,1.888,1.968,9.015,10.342,10.033,10.056,0.00051981440009585
6.55,7.989,1.771,1.804,6.268,7.358,8.175,7.412,0.000129953600023962
4.994,5.605,1.867,1.654,4.289,4.431,5.233,5.651,3.24884000059906e-05
3.032,3.144,1.999,1.775,2.907,3.392,3.608,3.034,8.12210000149765e-06
2.448,2.564,1.941,1.77,2.206,2.396,2.39,2.46,2.03052500037441e-06
2.041,2.153,1.554,1.875,1.951,2.106,2.08,2.079,5.07631250093603e-07
1.947,1.926,1.832,1.789,1.865,1.987,1.905,1.955,1.26907812523401e-07
1.876,1.867,1.834,1.859,1.819,1.759,1.813,1.86,3.17269531308502e-08
