"Reference1","Reference2","Control145","Control146","Infected289","Infected290","Infected291","Infected292","dilution"
11.022,10.665,3.792,3.77,10.491,7.07,10.613,5.67,0.0753103140941187
10.819,10.719,2.513,2.577,10.809,5.051,10.674,4.167,0.0188275785235297
9.809,10.835,1.906,2.054,10.339,3.724,9.742,2.522,0.00470689463088242
9.511,9.289,1.846,1.821,8.789,2.432,8.368,2.103,0.0011767236577206
8.427,7.51,1.738,1.746,7.494,1.974,5.658,1.8,0.000294180914430151
6.33,6.195,1.62,1.629,5.49,1.792,3.844,1.641,7.35452286075378e-05
4.101,3.742,1.837,1.636,3.166,1.88,2.909,1.648,1.83863071518844e-05
2.98,2.364,1.623,1.464,2.638,1.683,2.309,1.61,4.59657678797111e-06
2.186,2.109,1.748,1.685,1.978,1.739,1.755,1.753,1.14914419699278e-06
1.86,1.772,1.481,1.688,1.786,1.49,1.781,1.723,2.87286049248195e-07
1.643,1.77,1.728,1.628,1.707,1.655,1.875,1.868,7.18215123120486e-08
1.778,1.724,1.716,1.67,1.744,1.677,1.652,1.494,1.79553780780122e-08
