"Reference1","Reference2","Control027","Control028","Infected053","Infected054","Infected055","Infected056","dilution"
10.785,9.799,4.331,3.846,4.625,8.02,9.79,3.43,0.116472839882281
9.726,9.582,2.884,3.086,3.181,6.627,9.224,2.971,0.0291182099705703
9.682,10.076,2.454,2.452,2.509,4.374,8.164,2.322,0.00727955249264257
9.8,9.052,2.283,2.296,2.185,3.126,5.663,2.198,0.00181988812316064
7.529,8.461,2.034,2.328,2.169,2.377,4.546,1.939,0.000454972030790161
5.91,6.546,2.104,2.15,2.009,2.436,3.024,2.15,0.00011374300769754
4.158,4.559,1.976,1.987,2.036,2.043,2.593,2.028,2.8435751924385e-05
3.115,3.164,2.063,2.152,2.121,1.988,2.147,2.199,7.10893798109626e-06
2.49,2.528,1.954,2.047,2.028,1.852,2.015,2.195,1.77723449527406e-06
2.275,2.441,1.971,2.036,1.959,1.895,1.894,2.03,4.44308623818516e-07
1.983,2.222,2.021,2.036,2.022,2.025,2.014,2.037,1.11077155954629e-07
2.025,2.168,1.963,1.939,1.825,2.037,1.872,2.063,2.77692889886573e-08
