"Reference1","Reference2","Control213","Control214","Infected425","Infected426","Infected427","Infected428","dilution"
8.21,8.558,4.043,4.252,7.804,8.262,8.163,6.392,0.14015536872072
7.948,8.556,3.067,2.687,6.125,8.342,8.122,5.369,0.0350388421801801
8.211,8.168,2.558,2.5,4.784,7.525,7.489,3.837,0.00875971054504502
8.05,7.612,2.141,2.26,3.804,7.729,6.644,2.989,0.00218992763626125
7.05,6.845,2.099,2.188,2.975,7.181,5.679,2.464,0.000547481909065314
5.779,5.394,2.292,2.173,2.339,5.775,4.436,2.455,0.000136870477266328
4.439,4.428,2.211,2.207,2.348,4.292,3.422,2.372,3.42176193165821e-05
3.119,3.341,2.239,1.956,2.268,2.912,2.506,2.122,8.55440482914552e-06
2.681,2.633,2.114,2.11,2.093,2.5,2.366,2.029,2.13860120728638e-06
2.256,2.144,2.17,2.02,1.96,2.266,2.258,2.328,5.34650301821595e-07
2.297,2.113,2.192,2.02,2.314,2.047,2.129,2.332,1.33662575455399e-07
2.222,2.228,2.186,2.102,2.067,2.145,2.079,2.264,3.34156438638497e-08
