"Reference1","Reference2","Control397","Control398","Infected793","Infected794","Infected795","Infected796","dilution"
8.837,8.311,3.564,3.772,7.886,7.528,7.471,6.908,0.0752161724635477
8.269,8.464,2.662,2.81,6.689,6.73,7.934,4.481,0.0188040431158869
8.056,8,2.532,2.243,5.394,5.46,7.494,3.746,0.00470101077897173
7.592,7.482,2.496,2.246,4.352,3.688,7.227,2.955,0.00117525269474293
6.753,6.862,2.152,2.185,2.874,3.03,5.825,2.642,0.000293813173685733
5.06,5.107,2.433,2.179,2.412,2.629,3.656,2.458,7.34532934214333e-05
4.007,3.64,2.419,2.18,2.231,2.236,3.07,2.293,1.83633233553583e-05
2.815,2.873,2.355,2.216,2.197,2.173,2.426,2.406,4.59083083883958e-06
2.411,2.478,2.338,2.347,2.236,2.357,2.199,2.149,1.14770770970989e-06
2.142,2.408,2.369,2.298,2.334,2.255,2.306,2.244,2.86926927427474e-07
2.361,2.39,2.15,2.152,2.279,2.342,2.209,2.144,7.17317318568684e-08
2.064,2.285,2.206,2.308,2.278,2.112,2.4,2.188,1.79329329642171e-08
