"Reference1","Reference2","Control015","Control016","Infected029","Infected030","Infected031","Infected032","dilution"
11.697,11.47,4.683,4.295,4.488,4.618,10.713,4.102,0.0859377876072884
11.115,10.669,3.534,3.135,3.313,3.379,10.949,3.527,0.0214844469018221
10.79,10.45,2.795,3.042,2.93,2.861,10.953,2.864,0.00537111172545553
10.038,10.578,2.598,2.643,2.545,2.407,10.181,2.762,0.00134277793136388
8.17,9.083,2.499,2.442,2.419,2.574,8.567,2.633,0.00033569448284097
7.012,6.951,2.623,2.494,2.604,2.472,6.366,2.435,8.39236207102426e-05
4.735,4.38,2.538,2.506,2.338,2.577,4.626,2.622,2.09809051775606e-05
3.617,3.784,2.512,2.361,2.69,2.43,3.432,2.511,5.24522629439016e-06
2.84,3.023,2.519,2.414,2.469,2.338,2.686,2.585,1.31130657359754e-06
2.813,2.592,2.395,2.696,2.724,2.531,2.668,2.542,3.27826643399385e-07
2.403,2.482,2.479,2.593,2.719,2.421,2.524,2.668,8.19566608498463e-08
2.626,2.556,2.324,2.758,2.47,2.498,2.525,2.365,2.04891652124616e-08
