"Reference1","Reference2","Control097","Control098","Infected193","Infected194","Infected195","Infected196","dilution"
9.343,9.799,3.805,4.265,9.294,4.265,4.101,4.852,0.151872044931838
9.5,9.204,2.946,3.03,7.991,3.227,3.064,3.647,0.0379680112329595
9.377,9.681,2.547,2.352,6.366,2.541,2.566,2.464,0.00949200280823988
8.867,8.595,2.325,2.112,4.74,2.275,2.161,2.133,0.00237300070205997
7.349,8.155,2.086,2.137,3.276,2.006,2.305,2.23,0.000593250175514993
6.315,6.675,1.97,2.105,2.517,1.922,2.296,1.916,0.000148312543878748
4.895,4.501,2.104,1.868,2.431,2.019,2.193,2.072,3.7078135969687e-05
3.227,2.87,2.03,2.116,2.125,1.966,2.055,2.099,9.26953399242176e-06
2.526,2.572,2.187,1.938,2.061,2.225,2.124,1.971,2.31738349810544e-06
2.339,2.232,2.008,2.144,2.143,1.984,2.137,2.14,5.7934587452636e-07
2.306,2.204,2.091,2.084,1.984,2.02,1.883,2.046,1.4483646863159e-07
2.047,1.991,2.183,2.239,2.165,1.812,2.126,2.035,3.62091171578975e-08
