"Reference1","Reference2","Control351","Control352","Infected701","Infected702","Infected703","Infected704","dilution"
10.79,11.255,4.447,4.12,9.627,10.1,9.803,10.753,0.115741599432942
9.952,10.123,2.795,2.881,9.02,10.456,10.324,9.939,0.0289353998582355
10.492,9.822,2.322,2.332,8.817,9.485,10.142,9.458,0.00723384996455888
8.887,9.387,1.885,1.885,7.434,8.936,9.661,9.308,0.00180846249113972
8.462,8.091,1.907,1.908,5.401,7.769,8.184,7.58,0.00045211562278493
6.019,5.788,2.017,1.822,3.554,7.341,5.899,6.256,0.000113028905696233
4.106,3.938,1.733,1.937,2.602,4.888,4.707,4.309,2.82572264240581e-05
2.981,2.86,1.778,1.822,2.123,3.144,3.201,2.76,7.06430660601453e-06
2.369,2.235,1.774,1.886,2.109,2.335,2.352,2.26,1.76607665150363e-06
2.1,1.917,1.895,1.87,2.039,2.032,1.973,2.112,4.41519162875908e-07
1.927,2.08,1.774,1.809,1.84,1.966,2.026,1.79,1.10379790718977e-07
1.879,1.759,1.829,1.855,1.926,2.018,1.891,1.835,2.75949476797443e-08
