"Reference1","Reference2","Control481","Control482","Infected961","Infected962","Infected963","Infected964","dilution"
11.242,10.875,4.533,4.382,11.014,11.791,10.476,10.914,0.0910917231888339
11.125,10.754,3.538,3.449,11.335,11.685,9.791,11.204,0.0227729307972085
11.046,11.005,2.792,2.853,10.526,11.057,8.311,9.646,0.00569323269930212
10.14,10.612,2.776,2.604,9.644,10.224,6.976,8.162,0.00142330817482553
8.903,8.632,2.516,2.611,8.668,8.62,4.676,6.082,0.000355827043706382
6.688,6.471,2.597,2.491,7.028,6.493,3.672,4.335,8.89567609265956e-05
4.596,5.186,2.621,2.587,5.095,4.658,2.97,3.389,2.22391902316489e-05
3.538,3.911,2.398,2.588,3.472,3.455,2.837,2.772,5.55979755791222e-06
2.736,2.937,2.491,2.568,3.07,3.159,2.58,2.611,1.38994938947806e-06
2.861,2.595,2.357,2.592,2.515,2.788,2.576,2.799,3.47487347369514e-07
2.423,2.509,2.362,2.352,2.344,2.512,2.595,2.722,8.68718368423785e-08
2.479,2.774,2.644,2.525,2.542,2.639,2.357,2.645,2.17179592105946e-08
