"Reference1","Reference2","Control087","Control088","Infected173","Infected174","Infected175","Infected176","dilution"
13.564,13.813,4.205,5.318,13.684,5.084,7.346,4.609,0.105259654409853
14.068,13.936,3.213,3.086,13.911,2.956,5.072,3.435,0.0263149136024632
15.396,14.21,2.504,2.594,13.682,2.651,3.584,2.336,0.0065787284006158
13.026,13.196,2.12,2.224,12.932,2.063,2.338,2.02,0.00164468210015395
11.555,12.129,1.911,1.999,10.239,1.872,2.003,1.93,0.000411170525038487
8.654,8.019,2.106,2.122,6.255,1.838,2.216,1.875,0.000102792631259622
5.444,5.766,1.783,1.878,5.048,1.95,1.861,1.837,2.56981578149055e-05
3.463,3.541,1.745,1.91,3.318,1.718,2.067,1.869,6.42453945372637e-06
2.523,2.415,2.01,1.763,2.425,1.978,1.945,1.936,1.60613486343159e-06
2.073,2.165,1.966,1.986,1.99,1.898,2.104,2,4.01533715857898e-07
1.952,2.152,1.834,1.996,1.947,1.905,1.834,1.924,1.00383428964474e-07
1.88,1.71,1.806,1.987,1.758,1.814,1.793,1.893,2.50958572411186e-08
