"Reference1","Reference2","Control457","Control458","Infected913","Infected914","Infected915","Infected916","dilution"
10.136,11,5.186,5.571,11.269,11.265,10.974,9.646,0.184199072661572
11.454,11.126,3.809,3.865,10.562,11.031,11.124,8.783,0.0460497681653929
10.858,10.094,3.054,3.015,10.663,10.336,10.442,6.789,0.0115124420413482
10.631,10.377,2.672,2.645,9.628,10.049,9.694,4.613,0.00287811051033706
9.878,9.482,2.301,2.268,8.917,8.502,9.041,3.489,0.000719527627584264
6.73,7.62,2.275,2.366,7.198,7.03,6.883,2.724,0.000179881906896066
5.404,5.688,2.217,2.537,5.755,4.789,4.658,2.563,4.49704767240165e-05
4.062,3.726,2.206,2.438,4.012,3.878,3.245,2.458,1.12426191810041e-05
3.128,3.171,2.219,2.311,3.165,2.91,2.799,2.325,2.81065479525103e-06
2.362,2.775,2.348,2.276,2.77,2.653,2.664,2.486,7.02663698812758e-07
2.534,2.603,2.399,2.348,2.303,2.429,2.184,2.103,1.7566592470319e-07
2.169,2.328,2.512,2.257,2.519,2.514,2.379,2.319,4.39164811757974e-08
