"Reference1","Reference2","Control239","Control240","Infected477","Infected478","Infected479","Infected480","dilution"
9.348,10.11,4.062,4.02,9.809,9.636,10.109,9.71,0.157896241004152
10.121,10.074,2.907,3.017,10.465,9.931,10.378,9.414,0.039474060251038
9.067,9.476,2.239,2.133,9.774,9.84,9.308,8.255,0.00986851506275949
9.529,9.099,1.813,1.949,9.27,9.334,9.437,6.12,0.00246712876568987
8.177,8.065,1.921,1.834,8.716,7.755,8.674,4.584,0.000616782191422468
6.272,6.026,1.723,1.701,6.73,6.038,6.855,2.976,0.000154195547855617
4.768,4.546,1.763,1.674,4.133,3.906,4.845,2.503,3.85488869639043e-05
3.197,3.221,1.707,1.683,3.067,2.701,3.019,1.976,9.63722174097606e-06
2.218,2.321,1.765,1.766,2.166,2.164,2.268,1.862,2.40930543524402e-06
2.072,1.786,1.772,1.699,1.854,2.033,2.056,1.881,6.02326358811004e-07
1.842,1.881,1.839,1.677,1.756,1.809,1.816,1.755,1.50581589702751e-07
1.827,1.843,1.85,1.88,1.998,1.679,1.71,1.656,3.76453974256878e-08
