"Reference1","Reference2","Control187","Control188","Infected373","Infected374","Infected375","Infected376","dilution"
15.905,16.452,6.461,5.907,13.942,6.431,14.709,14.144,0.130026551045321
16.034,16.09,4.118,3.937,10.878,4.119,12.517,11.382,0.0325066377613301
16.051,15.58,3.162,3.165,8.02,3.042,10.393,7.283,0.00812665944033254
15.143,14.353,2.713,2.667,5.706,2.638,7.073,5.242,0.00203166486008313
13.266,12.458,2.624,2.591,3.741,2.524,4.484,3.869,0.000507916215020783
10.49,9.127,2.324,2.465,2.844,2.661,3.377,2.978,0.000126979053755196
6.825,6.612,2.476,2.259,2.613,2.255,2.684,2.742,3.1744763438799e-05
4.518,4.472,2.615,2.241,2.562,2.325,2.448,2.408,7.93619085969974e-06
3.309,3.352,2.271,2.367,2.314,2.348,2.627,2.323,1.98404771492494e-06
2.717,2.476,2.67,2.417,2.458,2.402,2.368,2.36,4.96011928731234e-07
2.572,2.488,2.584,2.353,2.649,2.208,2.603,2.551,1.24002982182808e-07
2.197,2.294,2.352,2.19,2.5,2.371,2.369,2.57,3.10007455457021e-08
