"Reference1","Reference2","Control287","Control288","Infected573","Infected574","Infected575","Infected576","dilution"
7.18,7.034,2.837,2.987,6.665,5.763,7.298,7.362,0.122003477206529
7.822,7.018,1.864,1.799,5.288,3.988,7.439,6.563,0.0305008693016323
7.194,7.162,1.246,1.286,4.198,2.456,6.943,5.421,0.00762521732540808
6.628,6.761,1.043,1.222,2.286,1.578,6.542,4.178,0.00190630433135202
5.798,5.797,1.027,1.076,1.652,1.288,6.049,2.774,0.000476576082838005
4.605,4.438,1.048,1.064,1.244,1.077,4.22,1.826,0.000119144020709501
2.854,3.161,0.971,0.998,1.126,0.971,2.59,1.409,2.97860051773753e-05
1.883,1.932,1.022,0.927,0.954,1.023,1.802,1.114,7.44650129434383e-06
1.32,1.361,1.021,0.943,1.102,0.935,1.378,1.003,1.86162532358596e-06
1.128,1.165,1,0.995,0.965,0.957,1.171,0.966,4.65406330896489e-07
0.996,1.064,0.981,0.941,0.936,1.057,1.052,0.946,1.16351582724122e-07
1.042,1.018,0.992,1.003,0.906,0.935,1.002,0.97,2.90878956810306e-08
